patient|anim_group|breed|age_in_days|wt_in_kg|amount|amount_units|amount_certain|expo_time|expo_certain|finding_type|finding_numb|when_seen|finding|status|time_to_onset
120094895|"Canine Domestic"|"German Shepherd Dog"|730|38.5|0.500|"count"|"Observed"|"2012-10-07-10.30.31"|"Observed"|"Condition"|3|"2012-10-08-13.00.49"|"Lethargy"|"Mild"|"00000001023018.000000"
120094895|"Canine Domestic"|"German Shepherd Dog"|730|38.5|0.500|"count"|"Observed"|"2012-10-07-10.30.31"|"Observed"|"Condition"|3|"2012-10-08-20.00.29"|"Lethargy"|"Normal"|"00000001092958.000000"
120095884|"Canine Domestic"|"French Bulldog"|365|13.5|1.000|"count"|"Observed"|"2012-10-11-15.00.05"|"Observed"|"Condition"|1|"2012-10-11-18.00.47"|"Vomiting"|"Moderate"|"00000000030042.000000"
120097193|"Canine Domestic"|"Border Collie Dog"|105|7.2|0.000|"Not App"|"Not Specific"|"2012-10-14-12.00.15"|"Not Specific"|"Condition"|1|"2012-10-14-12.00.20"|"Soft Feces"|"Mild"|"00000000000005.000000"
120097193|"Canine Domestic"|"Border Collie Dog"|105|7.2|0.000|"Not App"|"Not Specific"|"2012-10-14-12.00.15"|"Not Specific"|"Condition"|2|"2012-10-15-21.45.20"|"Panting"|"Moderate"|"00000001094505.000000"
120097193|"Canine Domestic"|"Border Collie Dog"|105|7.2|0.000|"Not App"|"Not Specific"|"2012-10-14-12.00.15"|"Not Specific"|"Condition"|3|"2012-10-15-21.45.20"|"Warm Skin"|"Moderate"|"00000001094505.000000"
120097193|"Canine Domestic"|"Border Collie Dog"|105|7.2|0.000|"Not App"|"Not Specific"|"2012-10-14-12.00.15"|"Not Specific"|"Condition"|2|"2012-10-15-21.55.20"|"Panting"|"Normal"|"00000001095505.000000"
120096618|"Canine Domestic"|"Greater Swiss Mountain Dog"|1643|38.5|1.000|"lb"|"Possible"|"2012-10-13-23.00.20"|"Evidence"|"Condition"|3|"2012-10-16-11.00.09"|"Elevated Liver Enzymes"|"Mild"|"00000002115949.000000"
120096618|"Canine Domestic"|"Greater Swiss Mountain Dog"|1643|38.5|1.000|"lb"|"Possible"|"2012-10-13-23.00.20"|"Evidence"|"Lab Test"|1|"2012-10-16-11.00.37"|"Serum Alanine Aminotransferase"|"Elevated"|"00000002120017.000000"
120096618|"Canine Domestic"|"Greater Swiss Mountain Dog"|1643|38.5|1.000|"lb"|"Possible"|"2012-10-13-23.00.20"|"Evidence"|"Lab Test"|2|"2012-10-16-11.00.57"|"Serum Alkaline Phosphatase"|"Elevated"|"00000002120037.000000"
120099034|"Canine Domestic"|"Bichon Frise Dog"|2191|8.1|0.000|"Not App"|"Not Specific"|"2012-10-21-17.55.12"|"Observed"|"Condition"|1|"2012-10-21-18.09.55"|"Vomiting"|"Mild"|"00000000001443.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Condition"|1|"2012-10-25-06.00.03"|"Shaking"|"Mild"|"00000008141420.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Vital Sign"|4|"2012-10-25-07.42.47"|"Heart Rate"|"Normal"|"00000008155704.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Vital Sign"|4|"2012-10-25-11.00.03"|"Heart Rate"|"High"|"00000008191420.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Vital Sign"|6|"2012-10-25-11.00.03"|"Heart Rate"|"High"|"00000008191420.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Condition"|5|"2012-10-25-11.00.03"|"Tachycardia"|"Mild"|"00000008191420.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Vital Sign"|3|"2012-10-25-11.00.03"|"Temperature"|"Not asked"|"00000008191420.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Condition"|2|"2012-10-25-11.00.44"|"Fasciculation"|"Moderate"|"00000008191501.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Condition"|9|"2012-10-25-11.00.53"|"Proteinuria"|"Moderate"|"00000008191510.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Lab Test"|7|"2012-10-25-11.00.53"|"Serum Albumin"|"Normal"|"00000008191510.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Lab Test"|8|"2012-10-25-11.00.53"|"Serum Globulin"|"Normal"|"00000008191510.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Lab Test"|10|"2012-10-25-11.00.53"|"Urine Specific Gravity"|"High"|"00000008191510.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Vital Sign"|3|"2012-10-25-17.00.07"|"Temperature"|"Normal"|"00000009011424.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Vital Sign"|4|"2012-10-26-07.00.11"|"Heart Rate"|"High"|"00000009151428.000000"
120097370|"Canine Domestic"|"Chihuahua Dog"|3104|9.9|0.000|"Unk"|"Unknown"|"2012-10-16-15.45.43"|"Evidence"|"Vital Sign"|3|"2012-10-26-07.00.22"|"Temperature"|"High"|"00000009151439.000000"
120094895|"Canine Domestic"|"German Shepherd Dog"|730|38.5|0.500|"count"|"Observed"|"2012-10-07-10.30.31"|"Observed"|"Lab Test"|6|"2012-10-29-12.00.23"|"Blood Platelets"|"Low"|"00000022012952.000000"
120094895|"Canine Domestic"|"German Shepherd Dog"|730|38.5|0.500|"count"|"Observed"|"2012-10-07-10.30.31"|"Observed"|"Lab Test"|4|"2012-10-29-12.00.23"|"Blood Urea Nitrogen"|"Normal"|"00000022012952.000000"
120094895|"Canine Domestic"|"German Shepherd Dog"|730|38.5|0.500|"count"|"Observed"|"2012-10-07-10.30.31"|"Observed"|"Lab Test"|5|"2012-10-29-12.00.23"|"Serum Creatinine"|"Normal"|"00000022012952.000000"
120103380|"Canine Domestic"|"Miniature Pinscher Dog"|365|3.7|0.000|"Unk"|"Unknown"|"2012-10-31-14.00.10"|"Evidence"|"Condition"|8|"2012-11-01-14.00.12"|"Fecal Foreign Body"|"Unknown"|"00000001000002.000000"
120103380|"Canine Domestic"|"Miniature Pinscher Dog"|365|3.7|0.000|"Unk"|"Unknown"|"2012-10-31-14.00.10"|"Evidence"|"Condition"|7|"2012-11-01-14.00.12"|"Vomiting"|"Mild"|"00000001000002.000000"
120103380|"Canine Domestic"|"Miniature Pinscher Dog"|365|3.7|0.000|"Unk"|"Unknown"|"2012-10-31-14.00.10"|"Evidence"|"Condition"|9|"2012-11-03-12.00.12"|"Abnormal Feces Color"|"Unknown"|"00000002220002.000000"
120103380|"Canine Domestic"|"Miniature Pinscher Dog"|365|3.7|0.000|"Unk"|"Unknown"|"2012-10-31-14.00.10"|"Evidence"|"Lab Test"|4|"2012-11-03-12.00.12"|"Blood Hematocrit"|"Normal"|"00000002220002.000000"
120103380|"Canine Domestic"|"Miniature Pinscher Dog"|365|3.7|0.000|"Unk"|"Unknown"|"2012-10-31-14.00.10"|"Evidence"|"Lab Test"|1|"2012-11-03-12.00.12"|"Blood Urea Nitrogen"|"Normal"|"00000002220002.000000"
120103380|"Canine Domestic"|"Miniature Pinscher Dog"|365|3.7|0.000|"Unk"|"Unknown"|"2012-10-31-14.00.10"|"Evidence"|"Lab Test"|2|"2012-11-03-12.00.12"|"Serum Creatinine"|"Normal"|"00000002220002.000000"
120103380|"Canine Domestic"|"Miniature Pinscher Dog"|365|3.7|0.000|"Unk"|"Unknown"|"2012-10-31-14.00.10"|"Evidence"|"Lab Test"|3|"2012-11-03-12.00.12"|"Serum Lactate"|"Normal"|"00000002220002.000000"
120103380|"Canine Domestic"|"Miniature Pinscher Dog"|365|3.7|0.000|"Unk"|"Unknown"|"2012-10-31-14.00.10"|"Evidence"|"Lab Test"|5|"2012-11-03-12.00.12"|"Serum Total Protein"|"Normal"|"00000002220002.000000"
120103380|"Canine Domestic"|"Miniature Pinscher Dog"|365|3.7|0.000|"Unk"|"Unknown"|"2012-10-31-14.00.10"|"Evidence"|"Lab Test"|6|"2012-11-03-13.00.12"|"Urine Specific Gravity"|"Low"|"00000002230002.000000"
120104907|"Canine Domestic"|"Labrador Retriever"|1278|40.2|1.000|"lb"|"Observed"|"2012-11-07-19.00.30"|"Evidence"|"Condition"|1|"2012-11-08-08.00.51"|"Depression"|"Mild"|"00000000130021.000000"
120105346|"Canine Domestic"|"Labrador Retriever"|365|22.6|10.000|"count"|"Possible"|"2012-11-09-05.00.32"|"Suspected"|"Condition"|1|"2012-11-09-13.30.27"|"Frequent Defecation"|"Moderate"|"00000000082955.000000"
120107230|"Canine Domestic"|"Canine Domestic Unspecified"|1826|7.9|0.000|"Not App"|"Not Specific"|"2012-11-15-15.00.31"|"Evidence"|"Condition"|1|"2012-11-15-21.00.20"|"Vomiting"|"Moderate"|"00000000055949.000000"
120108152|"Canine Domestic"|"Rhodesian Ridgeback Dog"|1095|41.3|10.000|"count"|"Evidence"|"2012-11-18-20.20.17"|"Evidence"|"Condition"|1|"2012-11-18-21.15.19"|"Diarrhea"|"Mild"|"00000000005502.000000"
120110067|"Canine Domestic"|"Shiba Inu Dog"|300|8.1|1.000|"count"|"Possible"|"2012-11-24-22.00.26"|"Observed"|"Condition"|1|"2012-11-25-02.00.24"|"Vomiting"|"Mild"|"00000000035958.000000"
120112637|"Canine Domestic"|"Yorkshire Terrier"|365|3.1|0.000|"Not App"|"Not Specific"|"2012-12-02-22.50.36"|"Evidence"|"Condition"|1|"2012-12-03-02.00.57"|"Tense Abdomen"|"Mild"|"00000000031021.000000"
120112637|"Canine Domestic"|"Yorkshire Terrier"|365|3.1|0.000|"Not App"|"Not Specific"|"2012-12-02-22.50.36"|"Evidence"|"Condition"|1|"2012-12-04-07.00.34"|"Tense Abdomen"|"Normal"|"00000001080958.000000"
120113357|"Canine Domestic"|"Boxer Dog"|91|8.7|2.000|"count"|"Evidence"|"2012-12-04-21.30.36"|"Observed"|"Condition"|2|"2012-12-05-08.00.48"|"Anorexia"|"Mild"|"00000000103012.000000"
120113357|"Canine Domestic"|"Boxer Dog"|91|8.7|2.000|"count"|"Evidence"|"2012-12-04-21.30.36"|"Observed"|"Condition"|1|"2012-12-05-08.00.48"|"Vomiting"|"Mild"|"00000000103012.000000"
120114500|"Canine Domestic"|"Beagle Dog"|1095|24.9|18.000|"count"|"Observed"|"2012-12-08-15.00.32"|"Observed"|"Condition"|1|"2012-12-08-17.30.27"|"Agitation"|"Moderate"|"00000000022955.000000"
120114500|"Canine Domestic"|"Beagle Dog"|1095|24.9|18.000|"count"|"Observed"|"2012-12-08-15.00.32"|"Observed"|"Condition"|2|"2012-12-08-17.30.40"|"Grass Ingestion"|"Moderate"|"00000000023008.000000"
120115036|"Canine Domestic"|"Miniature Schnauzer Dog"|4382|11.3|6.000|"count"|"Observed"|"2012-12-09-17.00.20"|"Observed"|"Condition"|2|"2012-12-10-05.00.57"|"Lethargy"|"Moderate"|"00000000120037.000000"
120115036|"Canine Domestic"|"Miniature Schnauzer Dog"|4382|11.3|6.000|"count"|"Observed"|"2012-12-09-17.00.20"|"Observed"|"Condition"|1|"2012-12-10-05.00.57"|"Vomiting"|"Mild"|"00000000120037.000000"
120115036|"Canine Domestic"|"Miniature Schnauzer Dog"|4382|11.3|6.000|"count"|"Observed"|"2012-12-09-17.00.20"|"Observed"|"Lab Test"|3|"2012-12-10-18.30.43"|"Blood Urea Nitrogen"|"Normal"|"00000001013023.000000"
120115036|"Canine Domestic"|"Miniature Schnauzer Dog"|4382|11.3|6.000|"count"|"Observed"|"2012-12-09-17.00.20"|"Observed"|"Condition"|6|"2012-12-10-18.30.43"|"Elevated Amylase"|"Unknown"|"00000001013023.000000"
120115036|"Canine Domestic"|"Miniature Schnauzer Dog"|4382|11.3|6.000|"count"|"Observed"|"2012-12-09-17.00.20"|"Observed"|"Condition"|5|"2012-12-10-18.30.43"|"Elevated Lipase"|"Unknown"|"00000001013023.000000"
120115036|"Canine Domestic"|"Miniature Schnauzer Dog"|4382|11.3|6.000|"count"|"Observed"|"2012-12-09-17.00.20"|"Observed"|"Condition"|7|"2012-12-10-18.30.43"|"Hypertriglyceridemia"|"Unknown"|"00000001013023.000000"
120115036|"Canine Domestic"|"Miniature Schnauzer Dog"|4382|11.3|6.000|"count"|"Observed"|"2012-12-09-17.00.20"|"Observed"|"Condition"|8|"2012-12-10-18.30.43"|"Reticulocytosis"|"Unknown"|"00000001013023.000000"
120115036|"Canine Domestic"|"Miniature Schnauzer Dog"|4382|11.3|6.000|"count"|"Observed"|"2012-12-09-17.00.20"|"Observed"|"Lab Test"|4|"2012-12-10-18.30.43"|"Serum Creatinine"|"Normal"|"00000001013023.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Condition"|2|"2012-12-31-16.00.19"|"Anorexia"|"Severe"|"00000000010007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Condition"|1|"2012-12-31-16.00.19"|"Lethargy"|"Moderate"|"00000000010007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Condition"|3|"2012-12-31-16.00.19"|"Vomiting"|"Mild"|"00000000010007.000000"
120122536|"Canine Domestic"|"Cocker Spaniel"|480|7.7|2.000|"count"|"Possible"|"2012-12-31-21.00.42"|"Possible"|"Condition"|1|"2012-12-31-21.30.38"|"Retching"|"Mild"|"00000000002956.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Condition"|4|"2013-01-01-11.00.19"|"Diarrhea"|"Moderate"|"00000000200007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Condition"|5|"2013-01-01-14.00.19"|"Trembling"|"Not asked"|"00000000230007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Condition"|5|"2013-01-01-16.00.19"|"Trembling"|"Normal"|"00000001010007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Vital Sign"|6|"2013-01-01-16.30.19"|"Heart Rate"|"Normal"|"00000001013007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Condition"|8|"2013-01-01-16.30.19"|"Hyperthermia"|"Mild"|"00000001013007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Condition"|9|"2013-01-01-16.30.19"|"Tacky Mucous Membranes"|"Unknown"|"00000001013007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Vital Sign"|7|"2013-01-01-16.30.19"|"Temperature"|"High"|"00000001013007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Lab Test"|10|"2013-01-01-17.00.19"|"Blood Urea Nitrogen"|"Normal"|"00000001020007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Lab Test"|11|"2013-01-01-17.00.19"|"Serum Creatinine"|"Normal"|"00000001020007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Lab Test"|12|"2013-01-01-17.00.19"|"Urine Specific Gravity"|"Normal"|"00000001020007.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Condition"|13|"2013-01-01-20.15.40"|"Campylobacter"|"Moderate"|"00000001051528.000000"
130000243|"Canine Domestic"|"Cocker Spaniel"|4200|13.0|0.000|"Unk"|"Unknown"|"2012-12-31-15.00.12"|"Evidence"|"Condition"|14|"2013-01-01-20.15.40"|"Clostridium"|"Mild"|"00000001051528.000000"
130000360|"Canine Domestic"|"Miniature Pinscher Dog"|1095|8.1|2.000|"count"|"Evidence"|"2013-01-01-13.00.18"|"Evidence"|"Condition"|2|"2013-01-01-22.30.25"|"Diarrhea"|"Mild"|"00000000093007.000000"
130000360|"Canine Domestic"|"Miniature Pinscher Dog"|1095|8.1|2.000|"count"|"Evidence"|"2013-01-01-13.00.18"|"Evidence"|"Condition"|1|"2013-01-02-08.00.25"|"Vomiting"|"Mild"|"00000000190007.000000"
130000360|"Canine Domestic"|"Miniature Pinscher Dog"|1095|8.1|2.000|"count"|"Evidence"|"2013-01-01-13.00.18"|"Evidence"|"Condition"|5|"2013-01-02-11.00.25"|"Adipsia"|"Unknown"|"00000000220007.000000"
130000360|"Canine Domestic"|"Miniature Pinscher Dog"|1095|8.1|2.000|"count"|"Evidence"|"2013-01-01-13.00.18"|"Evidence"|"Condition"|4|"2013-01-02-11.00.25"|"Anorexia"|"Mild"|"00000000220007.000000"
130000360|"Canine Domestic"|"Miniature Pinscher Dog"|1095|8.1|2.000|"count"|"Evidence"|"2013-01-01-13.00.18"|"Evidence"|"Condition"|3|"2013-01-02-11.00.25"|"Lethargy"|"Mild"|"00000000220007.000000"
130005201|"Canine Domestic"|"Canine Domestic Unspecified"|2556|21.7|0.000|"Unk"|"Unknown"|"2013-01-12-14.00.52"|"Observed"|"Condition"|1|"2013-01-12-22.00.24"|"Frequent Urination"|"Moderate"|"00000000075932.000000"
130003791|"Canine Domestic"|"English Springer Spaniel"|300|20.0|12.000|"count"|"Suspected"|"2013-01-12-22.30.19"|"Evidence"|"Condition"|2|"2013-01-13-00.00.09"|"Diarrhea"|"Mild"|"00000000012950.000000"
130003791|"Canine Domestic"|"English Springer Spaniel"|300|20.0|12.000|"count"|"Suspected"|"2013-01-12-22.30.19"|"Evidence"|"Condition"|1|"2013-01-13-00.00.09"|"Vomiting"|"Mild"|"00000000012950.000000"
130003791|"Canine Domestic"|"English Springer Spaniel"|300|20.0|12.000|"count"|"Suspected"|"2013-01-12-22.30.19"|"Evidence"|"Lab Test"|4|"2013-01-13-17.30.09"|"Blood Urea Nitrogen"|"High"|"00000000185950.000000"
130003791|"Canine Domestic"|"English Springer Spaniel"|300|20.0|12.000|"count"|"Suspected"|"2013-01-12-22.30.19"|"Evidence"|"Condition"|3|"2013-01-13-17.30.09"|"Elevated Blood Urea Nitrogen"|"Mild"|"00000000185950.000000"
130003791|"Canine Domestic"|"English Springer Spaniel"|300|20.0|12.000|"count"|"Suspected"|"2013-01-12-22.30.19"|"Evidence"|"Lab Test"|7|"2013-01-13-17.30.09"|"Hematocrit"|"Normal"|"00000000185950.000000"
130003791|"Canine Domestic"|"English Springer Spaniel"|300|20.0|12.000|"count"|"Suspected"|"2013-01-12-22.30.19"|"Evidence"|"Lab Test"|6|"2013-01-13-17.30.09"|"Serum Chloride"|"Normal"|"00000000185950.000000"
130003791|"Canine Domestic"|"English Springer Spaniel"|300|20.0|12.000|"count"|"Suspected"|"2013-01-12-22.30.19"|"Evidence"|"Lab Test"|5|"2013-01-13-17.30.09"|"Serum Creatinine"|"Normal"|"00000000185950.000000"
130003791|"Canine Domestic"|"English Springer Spaniel"|300|20.0|12.000|"count"|"Suspected"|"2013-01-12-22.30.19"|"Evidence"|"Lab Test"|8|"2013-01-13-17.30.09"|"Total Solids"|"Normal"|"00000000185950.000000"
130004396|"Canine Domestic"|"German Shepherd Dog"|365|45.3|0.750|"lb"|"Possible"|"2013-01-12-04.00.10"|"Evidence"|"Condition"|1|"2013-01-14-08.00.25"|"Anorexia"|"Moderate"|"00000002040015.000000"
130004348|"Canine Domestic"|"Labrador Retriever"|4382|27.1|0.000|"Unk"|"Unknown"|"2013-01-15-13.20.13"|"Evidence"|"Condition"|1|"2013-01-15-15.20.45"|"Vomiting"|"Mild"|"00000000020032.000000"
130004396|"Canine Domestic"|"German Shepherd Dog"|365|45.3|0.750|"lb"|"Possible"|"2013-01-12-04.00.10"|"Evidence"|"Condition"|2|"2013-01-15-18.00.43"|"Lameness"|"Mild"|"00000003140033.000000"
130004396|"Canine Domestic"|"German Shepherd Dog"|365|45.3|0.750|"lb"|"Possible"|"2013-01-12-04.00.10"|"Evidence"|"Lab Test"|3|"2013-01-15-19.53.01"|"Urine Specific Gravity"|"Normal"|"00000003155251.000000"
130004504|"Canine Domestic"|"Labrador Retriever"|1460|36.2|1.000|"count"|"Evidence"|"2013-01-15-18.30.22"|"Evidence"|"Condition"|1|"2013-01-15-21.30.04"|"Hypersalivation"|"Moderate"|"00000000025942.000000"
130004317|"Canine Domestic"|"Pomeranian Dog"|330|2.7|1.000|"count"|"Observed"|"2013-01-15-13.00.42"|"Observed"|"Condition"|1|"2013-01-16-08.00.45"|"Tense Abdomen"|"Mild"|"00000000190003.000000"
130005201|"Canine Domestic"|"Canine Domestic Unspecified"|2556|21.7|0.000|"Unk"|"Unknown"|"2013-01-12-14.00.52"|"Observed"|"Condition"|3|"2013-01-18-15.00.19"|"Proteinuria"|"Moderate"|"00000006005927.000000"
130005201|"Canine Domestic"|"Canine Domestic Unspecified"|2556|21.7|0.000|"Unk"|"Unknown"|"2013-01-12-14.00.52"|"Observed"|"Lab Test"|2|"2013-01-18-15.00.19"|"Urine Specific Gravity"|"Low"|"00000006005927.000000"
130005647|"Canine Domestic"|"Labrador Retriever"|2556|27.1|1.000|"lb"|"Evidence"|"2013-01-18-13.00.05"|"Evidence"|"Condition"|1|"2013-01-19-18.30.11"|"Inappetence"|"Mild"|"00000001053006.000000"
130005647|"Canine Domestic"|"Labrador Retriever"|2556|27.1|1.000|"lb"|"Evidence"|"2013-01-18-13.00.05"|"Evidence"|"Condition"|3|"2013-01-19-18.30.11"|"Pacing"|"Mild"|"00000001053006.000000"
130005647|"Canine Domestic"|"Labrador Retriever"|2556|27.1|1.000|"lb"|"Evidence"|"2013-01-18-13.00.05"|"Evidence"|"Condition"|4|"2013-01-19-18.30.11"|"Panting"|"Mild"|"00000001053006.000000"
130005647|"Canine Domestic"|"Labrador Retriever"|2556|27.1|1.000|"lb"|"Evidence"|"2013-01-18-13.00.05"|"Evidence"|"Condition"|2|"2013-01-19-18.30.11"|"Restlessness"|"Mild"|"00000001053006.000000"
130004317|"Canine Domestic"|"Pomeranian Dog"|330|2.7|1.000|"count"|"Observed"|"2013-01-15-13.00.42"|"Observed"|"Condition"|3|"2013-01-20-08.00.04"|"Anorexia"|"Severe"|"00000004185922.000000"
130005740|"Canine Domestic"|"Weimaraner Dog"|1460|31.7|5.000|"count"|"Observed"|"2013-01-20-02.00.44"|"Observed"|"Condition"|1|"2013-01-20-09.30.33"|"Ataxia"|"Moderate"|"00000000072949.000000"
130005740|"Canine Domestic"|"Weimaraner Dog"|1460|31.7|5.000|"count"|"Observed"|"2013-01-20-02.00.44"|"Observed"|"Condition"|2|"2013-01-20-09.30.33"|"Lethargy"|"Moderate"|"00000000072949.000000"
130005740|"Canine Domestic"|"Weimaraner Dog"|1460|31.7|5.000|"count"|"Observed"|"2013-01-20-02.00.44"|"Observed"|"Condition"|3|"2013-01-20-09.30.33"|"Pain"|"Moderate"|"00000000072949.000000"
130004317|"Canine Domestic"|"Pomeranian Dog"|330|2.7|1.000|"count"|"Observed"|"2013-01-15-13.00.42"|"Observed"|"Condition"|2|"2013-01-20-22.00.04"|"Vomiting"|"Mild"|"00000005085922.000000"
130006499|"Canine Domestic"|"Cocker Spaniel"|1095|18.1|1.000|"count"|"Observed"|"2013-01-22-19.00.53"|"Observed"|"Condition"|1|"2013-01-22-20.00.00"|"Vomiting"|"Mild"|"00000000005907.000000"
130006499|"Canine Domestic"|"Cocker Spaniel"|1095|18.1|1.000|"count"|"Observed"|"2013-01-22-19.00.53"|"Observed"|"Condition"|2|"2013-01-23-07.00.37"|"Soft Feces"|"Mild"|"00000000115944.000000"
130007747|"Canine Domestic"|"Labrador Retriever"|4382|33.9|16.000|"oz"|"Suspected"|"2013-01-26-14.00.45"|"Evidence"|"Condition"|1|"2013-01-26-14.15.11"|"Vomiting"|"Moderate"|"00000000001426.000000"
130007747|"Canine Domestic"|"Labrador Retriever"|4382|33.9|16.000|"oz"|"Suspected"|"2013-01-26-14.00.45"|"Evidence"|"Condition"|2|"2013-01-27-10.00.26"|"Lethargy"|"Mild"|"00000000195941.000000"
130007747|"Canine Domestic"|"Labrador Retriever"|4382|33.9|16.000|"oz"|"Suspected"|"2013-01-26-14.00.45"|"Evidence"|"Condition"|3|"2013-01-27-12.30.02"|"Tacky Mucous Membranes"|"Moderate"|"00000000222917.000000"
130009435|"Feline Domestic"|"Domestic Shorthair Cat"|913|3.1|0.000|"Not App"|"Not Specific"|"2013-02-01-23.50.05"|"Possible"|"Lab Test"|5|"2013-02-02-11.40.04"|"Blood Urea Nitrogen"|"Normal"|"00000000114959.000000"
130009435|"Feline Domestic"|"Domestic Shorthair Cat"|913|3.1|0.000|"Not App"|"Not Specific"|"2013-02-01-23.50.05"|"Possible"|"Lab Test"|1|"2013-02-02-11.40.04"|"Serum Alanine Aminotransferase"|"Normal"|"00000000114959.000000"
130009435|"Feline Domestic"|"Domestic Shorthair Cat"|913|3.1|0.000|"Not App"|"Not Specific"|"2013-02-01-23.50.05"|"Possible"|"Lab Test"|2|"2013-02-02-11.40.04"|"Serum Alkaline Phosphatase"|"Normal"|"00000000114959.000000"
130009435|"Feline Domestic"|"Domestic Shorthair Cat"|913|3.1|0.000|"Not App"|"Not Specific"|"2013-02-01-23.50.05"|"Possible"|"Lab Test"|4|"2013-02-02-11.40.04"|"Serum Creatinine"|"Normal"|"00000000114959.000000"
130009435|"Feline Domestic"|"Domestic Shorthair Cat"|913|3.1|0.000|"Not App"|"Not Specific"|"2013-02-01-23.50.05"|"Possible"|"Lab Test"|3|"2013-02-02-11.40.04"|"Serum Total Protein"|"Normal"|"00000000114959.000000"
130009435|"Feline Domestic"|"Domestic Shorthair Cat"|913|3.1|0.000|"Not App"|"Not Specific"|"2013-02-01-23.50.05"|"Possible"|"Lab Test"|5|"2013-02-02-17.00.04"|"Blood Urea Nitrogen"|"High"|"00000000170959.000000"
